country_code,NUTS3_2006,NUTS3_2010,NUTS3_2013,NUTS3_2016,id,Comment
AT,AT124,AT124,AT124,AT124,AUT_3,
AT,AT125,AT125,AT125,AT125,AUT_3,
AT,AT126,AT126,AT126,AT126,AUT_3,
AT,AT127,AT127,AT127,AT127,AUT_3,
AT,AT130,AT130,AT130,AT130,AUT_3,
AT,AT211,AT211,AT211,AT211,AUT_1,
AT,AT213,AT213,AT213,AT213,AUT_2,
AT,AT221,AT221,AT221,AT221,AUT_2,
AT,AT222,AT222,AT222,AT222,AUT_2,
AT,AT223,AT223,AT223,AT223,AUT_2,
AT,AT224,AT224,AT224,AT224,AUT_2,
AT,AT225,AT225,AT225,AT225,AUT_2,
AT,AT226,AT226,AT226,AT226,AUT_2,
AT,AT123,AT123,AT123,AT123,AUT_3,
AT,AT311,AT311,AT311,AT311,AUT_2,
AT,AT313,AT313,AT313,AT313,AUT_2,
AT,AT314,AT314,AT314,AT314,AUT_2,
AT,AT315,AT315,AT315,AT315,AUT_2,
AT,AT321,AT321,AT321,AT321,AUT_1,
AT,AT322,AT322,AT322,AT322,AUT_1,
AT,AT323,AT323,AT323,AT323,AUT_1,
AT,AT331,AT331,AT331,AT331,AUT_1,
AT,AT332,AT332,AT332,AT332,AUT_1,
AT,AT333,AT333,AT333,AT333,AUT_1,
AT,AT334,AT334,AT334,AT334,AUT_1,
AT,AT335,AT335,AT335,AT335,AUT_1,
AT,AT341,AT341,AT341,AT341,AUT_1,
AT,AT342,AT342,AT342,AT342,AUT_1,
AT,AT312,AT312,AT312,AT312,AUT_2,
AT,AT122,AT122,AT122,AT122,AUT_3,
AT,AT212,AT212,AT212,AT212,AUT_1,
AT,AT113,AT113,AT113,AT113,AUT_3,
AT,AT111,AT111,AT111,AT111,AUT_3,
AT,AT121,AT121,AT121,AT121,AUT_3,
AT,AT112,AT112,AT112,AT112,AUT_3,
CH,CH053,CH053,CH053,CH053,CHE_1,
CH,CH011,CH011,CH011,CH011,CHE_1,
CH,CH012,CH012,CH012,CH012,CHE_2,
CH,CH013,CH013,CH013,CH013,CHE_1,
CH,CH021,CH021,CH021,CH021,CHE_1,
CH,CH022,CH022,CH022,CH022,CHE_1,
CH,CH023,CH023,CH023,CH023,CHE_1,
CH,CH031,CH031,CH031,CH031,CHE_1,
CH,CH032,CH032,CH032,CH032,CHE_1,
CH,CH033,CH033,CH033,CH033,CHE_1,
CH,CH040,CH040,CH040,CH040,CHE_1,
CH,CH051,CH051,CH051,CH051,CHE_1,
CH,CH052,CH052,CH052,CH052,CHE_1,
CH,CH024,CH024,CH024,CH024,CHE_1,
CH,CH025,CH025,CH025,CH025,CHE_1,
CH,CH055,CH055,CH055,CH055,CHE_1,
CH,CH070,CH070,CH070,CH070,CHE_2,
CH,CH056,CH056,CH056,CH056,CHE_2,
CH,CH057,CH057,CH057,CH057,CHE_1,
CH,CH061,CH061,CH061,CH061,CHE_1,
CH,CH054,CH054,CH054,CH054,CHE_1,
CH,CH062,CH062,CH062,CH062,CHE_2,
CH,CH063,CH063,CH063,CH063,CHE_1,
CH,CH064,CH064,CH064,CH064,CHE_1,
CH,CH065,CH065,CH065,CH065,CHE_1,
CH,CH066,CH066,CH066,CH066,CHE_1,
CZ,CZ053,CZ053,CZ053,CZ053,CZE_2,
CZ,CZ010,CZ010,CZ010,CZ010,CZE_1,
CZ,CZ020,CZ020,CZ020,CZ020,CZE_1,
CZ,CZ031,CZ031,CZ031,CZ031,CZE_1,
CZ,CZ032,CZ032,CZ032,CZ032,CZE_1,
CZ,CZ041,CZ041,CZ041,CZ041,CZE_1,
CZ,CZ042,CZ042,CZ042,CZ042,CZE_1,
CZ,CZ051,CZ051,CZ051,CZ051,CZE_1,
CZ,CZ080,CZ080,CZ080,CZ080,CZE_2,
CZ,CZ072,CZ072,CZ072,CZ072,CZE_2,
CZ,CZ071,CZ071,CZ071,CZ071,CZE_2,
CZ,CZ063,CZ063,CZ063,CZ063,CZE_2,
CZ,CZ064,CZ064,CZ064,CZ064,CZE_2,
CZ,CZ052,CZ052,CZ052,CZ052,CZE_1,
DE,DE942,DE942,DE942,DE942,DEU_1,
DE,DEA55,DEA55,DEA55,DEA55,DEU_3,
DE,DEA54,DEA54,DEA54,DEA54,DEU_3,
DE,DEA53,DEA53,DEA53,DEA53,DEU_3,
DE,DEA52,DEA52,DEA52,DEA52,DEU_3,
DE,DEA51,DEA51,DEA51,DEA51,DEU_3,
DE,DEA47,DEA47,DEA47,DEA47,DEU_3,
DE,DEA46,DEA46,DEA46,DEA46,DEU_3,
DE,DEA45,DEA45,DEA45,DEA45,DEU_3,
DE,DEA44,DEA44,DEA44,DEA44,DEU_3,
DE,DEA43,DEA43,DEA43,DEA43,DEU_3,
DE,DEA42,DEA42,DEA42,DEA42,DEU_3,
DE,DEA56,DEA56,DEA56,DEA56,DEU_3,
DE,DEA41,DEA41,DEA41,DEA41,DEU_3,
DE,DEA37,DEA37,DEA37,DEA37,DEU_3,
DE,DEA36,DEA36,DEA36,DEA36,DEU_3,
DE,DEA35,DEA35,DEA35,DEA35,DEU_3,
DE,DEA34,DEA34,DEA34,DEA34,DEU_3,
DE,DEA33,DEA33,DEA33,DEA33,DEU_3,
DE,DEA32,DEA32,DEA32,DEA32,DEU_3,
DE,DEA31,DEA31,DEA31,DEA31,DEU_3,
DE,,DEA2D,DEA2D,DEA2D,DEU_3,
DE,DEA2C,DEA2C,DEA2C,DEA2C,DEU_3,
DE,DEA2B,DEA2B,DEA2B,DEA2B,DEU_3,
DE,DEA2A,DEA2A,DEA2A,DEA2A,DEU_3,
DE,DEA38,DEA38,DEA38,DEA38,DEU_3,
DE,DEA29,DEA29,DEA29,DEA29,DEU_3,
DE,DEA57,DEA57,DEA57,DEA57,DEU_3,
DE,DEA59,DEA59,DEA59,DEA59,DEU_3,
DE,DEB35,DEB35,DEB35,DEB35,DEU_5,
DE,DEB34,DEB34,DEB34,DEB34,DEU_5,
DE,DEB33,DEB33,DEB33,DEB33,DEU_5,
DE,DEB32,DEB32,DEB32,DEB32,DEU_5,
DE,DEB31,DEB31,DEB31,DEB31,DEU_5,
DE,DEB25,DEB25,DEB25,DEB25,DEU_5,
DE,DEB24,DEB24,DEB24,DEB24,DEU_5,
DE,DEB23,DEB23,DEB23,DEB23,DEU_5,
DE,DEB22,DEB22,DEB22,DEB22,DEU_5,
DE,DEB21,DEB21,DEB21,DEB21,DEU_5,
DE,DEB1B,DEB1B,DEB1B,DEB1B,DEU_5,
DE,DEA58,DEA58,DEA58,DEA58,DEU_3,
DE,DEB1A,DEB1A,DEB1A,DEB1A,DEU_5,
DE,DEB18,DEB18,DEB18,DEB18,DEU_5,
DE,DEB17,DEB17,DEB17,DEB17,DEU_5,
DE,DEB16,DEB16,DEB16,DEB1C,DEU_5,
DE,DEB15,DEB15,DEB15,DEB15,DEU_5,
DE,DEB14,DEB14,DEB14,DEB14,DEU_5,
DE,DEB13,DEB13,DEB13,DEB13,DEU_5,
DE,DEB12,DEB12,DEB12,DEB12,DEU_5,
DE,DEB11,DEB11,DEB11,DEB11,DEU_5,
DE,DEA5C,DEA5C,DEA5C,DEA5C,DEU_3,
DE,DEA5B,DEA5B,DEA5B,DEA5B,DEU_3,
DE,DEA5A,DEA5A,DEA5A,DEA5A,DEU_3,
DE,DEB19,DEB19,DEB19,DEB1D,DEU_5,
DE,DE943,DE943,DE943,DE943,DEU_1,
DE,DEA28,DEA28,DEA28,DEA28,DEU_3,
DE,DEA26,DEA26,DEA26,DEA26,DEU_3,
DE,DE947,DE947,DE947,DE947,DEU_1,
DE,DE946,DE946,DE946,DE946,DEU_1,
DE,DE944,DE944,DE944,DE944,DEU_1,
DE,DE91B,DE91B,DE91B,DE91B,DEU_1,
DE,DE922,DE922,DE922,DE922,DEU_1,
DE,DE923,DE923,DE923,DE923,DEU_1,
DE,DE925,DE925,DE925,DE925,DEU_1,
DE,DE926,DE926,DE926,DE926,DEU_1,
DE,DE927,DE927,DE927,DE927,DEU_1,
DE,DEB36,DEB36,DEB36,DEB36,DEU_5,
DE,DE928,DE928,DE928,DE928,DEU_1,
DE,DE948,DE948,DE948,DE948,DEU_1,
DE,DE929,DE929,DE929,DE929,DEU_1,
DE,DE932,DE932,DE932,DE932,DEU_1,
DE,DE933,DE933,DE933,DE933,DEU_1,
DE,DE934,DE934,DE934,DE934,DEU_1,
DE,DE935,DE935,DE935,DE935,DEU_1,
DE,DE936,DE936,DE936,DE936,DEU_1,
DE,DE937,DE937,DE937,DE937,DEU_1,
DE,DE938,DE938,DE938,DE938,DEU_1,
DE,DE939,DE939,DE939,DE939,DEU_1,
DE,DE93A,DE93A,DE93A,DE93A,DEU_1,
DE,DE93B,DE93B,DE93B,DE93B,DEU_1,
DE,DE941,DE941,DE941,DE941,DEU_1,
DE,DE931,DE931,DE931,DE931,DEU_1,
DE,DEA27,DEA27,DEA27,DEA27,DEU_3,
DE,DE949,DE949,DE949,DE949,DEU_1,
DE,DE94B,DE94B,DE94B,DE94B,DEU_1,
DE,DEA24,DEA24,DEA24,DEA24,DEU_3,
DE,DEA23,DEA23,DEA23,DEA23,DEU_3,
DE,DEA22,DEA22,DEA22,DEA22,DEU_3,
DE,DEA1F,DEA1F,DEA1F,DEA1F,DEU_3,
DE,DEA1E,DEA1E,DEA1E,DEA1E,DEU_3,
DE,DEA1D,DEA1D,DEA1D,DEA1D,DEU_3,
DE,DEA1C,DEA1C,DEA1C,DEA1C,DEU_3,
DE,DEA1B,DEA1B,DEA1B,DEA1B,DEU_3,
DE,DEA1A,DEA1A,DEA1A,DEA1A,DEU_3,
DE,DEA19,DEA19,DEA19,DEA19,DEU_3,
DE,DEA18,DEA18,DEA18,DEA18,DEU_3,
DE,DE94A,DE94A,DE94A,DE94A,DEU_1,
DE,DEA17,DEA17,DEA17,DEA17,DEU_3,
DE,DEA15,DEA15,DEA15,DEA15,DEU_3,
DE,DEA14,DEA14,DEA14,DEA14,DEU_3,
DE,DEA13,DEA13,DEA13,DEA13,DEU_3,
DE,DEA12,DEA12,DEA12,DEA12,DEU_3,
DE,DEA11,DEA11,DEA11,DEA11,DEU_3,
DE,DE94H,DE94H,DE94H,DE94H,DEU_1,
DE,DE94G,DE94G,DE94G,DE94G,DEU_1,
DE,DE94F,DE94F,DE94F,DE94F,DEU_1,
DE,DE94E,DE94E,DE94E,DE94E,DEU_1,
DE,DE94D,DE94D,DE94D,DE94D,DEU_1,
DE,DE94C,DE94C,DE94C,DE94C,DEU_1,
DE,DEA16,DEA16,DEA16,DEA16,DEU_3,
DE,DEB37,DEB37,DEB37,DEB37,DEU_5,
DE,DEE08,DEE08,DEE08,DEE08,DEU_4,
DE,DEB39,DEB39,DEB39,DEB39,DEU_5,
DE,DEG0N,DEG0N,DEG0N,DEG0N,DEU_4,
DE,DEG0M,DEG0M,DEG0M,DEG0M,DEU_4,
DE,DEG0L,DEG0L,DEG0L,DEG0L,DEU_4,
DE,DEG0K,DEG0K,DEG0K,DEG0K,DEU_4,
DE,DEG0J,DEG0J,DEG0J,DEG0J,DEU_4,
DE,DEG0I,DEG0I,DEG0I,DEG0I,DEU_4,
DE,DEG0H,DEG0H,DEG0H,DEG0H,DEU_4,
DE,DEG0G,DEG0G,DEG0G,DEG0G,DEU_4,
DE,DEG0F,DEG0F,DEG0F,DEG0F,DEU_4,
DE,DEG0E,DEG0E,DEG0E,DEG0E,DEU_4,
DE,DEG0D,DEG0D,DEG0D,DEG0D,DEU_4,
DE,DEG0P,DEG0P,DEG0P,DEG0P,DEU_4,
DE,DEG0C,DEG0C,DEG0C,DEG0C,DEU_4,
DE,DEG0A,DEG0A,DEG0A,DEG0A,DEU_4,
DE,DEG09,DEG09,DEG09,DEG09,DEU_4,
DE,DEG07,DEG07,DEG07,DEG07,DEU_4,
DE,DEG06,DEG06,DEG06,DEG06,DEU_4,
DE,DEG05,DEG05,DEG05,DEG05,DEU_4,
DE,DEG04,DEG04,DEG04,DEG04,DEU_4,
DE,DEG03,DEG03,DEG03,DEG03,DEU_4,
DE,DEG02,DEG02,DEG02,DEG02,DEU_4,
DE,DEG01,DEG01,DEG01,DEG01,DEU_4,
DE,DEF0F,DEF0F,DEF0F,DEF0F,DEU_1,
DE,DEF0E,DEF0E,DEF0E,DEF0E,DEU_1,
DE,DEG0B,DEG0B,DEG0B,DEG0B,DEU_4,
DE,,,,DE91C,DEU_1,
DE,DED1A,,,,DEU_4,
DE,DED19,,,,DEU_4,
DE,DE801,DE801,,,DEU_2,
DE,DE802,DE802,,,DEU_2,
DE,DE805,DE805,,,DEU_2,
DE,DE806,DE806,,,DEU_2,
DE,DE807,DE807,,,DEU_2,
DE,DE808,DE808,,,DEU_2,
DE,DE809,DE809,,,DEU_2,
DE,DE80A,DE80A,,,DEU_2,
DE,DE80B,DE80B,,,DEU_2,
DE,DE80C,DE80C,,,DEU_2,
DE,DE80D,DE80D,,,DEU_2,
DE,DE80E,DE80E,,,DEU_2,
DE,DE80F,DE80F,,,DEU_2,
DE,DE80G,DE80G,,,DEU_2,
DE,DE80H,DE80H,,,DEU_2,
DE,DE80I,DE80I,,,DEU_2,
DE,DEA21,,,,DEU_3,
DE,DEA25,,,,DEU_3,
DE,DED12,,,,DEU_4,
DE,DED13,,,,DEU_4,
DE,DED14,,,,DEU_4,
DE,DED15,,,,DEU_4,
DE,DED16,,,,DEU_4,
DE,DED17,,,,DEU_4,
DE,DED18,,,,DEU_4,
DE,DEF0D,DEF0D,DEF0D,DEF0D,DEU_1,
DE,DEB38,DEB38,DEB38,DEB38,DEU_5,
DE,DEF0C,DEF0C,DEF0C,DEF0C,DEU_1,
DE,DEF0A,DEF0A,DEF0A,DEF0A,DEU_1,
DE,,DED42,DED42,DED42,DEU_4,
DE,DED11,DED41,DED41,DED41,DEU_4,
DE,,DED2F,DED2F,DED2F,DEU_4,
DE,,DED2E,DED2E,DED2E,DEU_4,
DE,,DED2D,DED2D,DED2D,DEU_4,
DE,,DED2C,DED2C,DED2C,DEU_4,
DE,DED21,DED21,DED21,DED21,DEU_4,
DE,DEC06,DEC06,DEC06,DEC06,DEU_5,
DE,DEC05,DEC05,DEC05,DEC05,DEU_5,
DE,DEC04,DEC04,DEC04,DEC04,DEU_5,
DE,DEC03,DEC03,DEC03,DEC03,DEU_5,
DE,,DED43,DED43,DED43,DEU_4,
DE,DEC02,DEC02,DEC02,DEC02,DEU_5,
DE,DEB3K,DEB3K,DEB3K,DEB3K,DEU_5,
DE,DEB3J,DEB3J,DEB3J,DEB3J,DEU_5,
DE,DEB3I,DEB3I,DEB3I,DEB3I,DEU_5,
DE,DEB3H,DEB3H,DEB3H,DEB3H,DEU_5,
DE,DEB3G,DEB3G,DEB3G,DEB3G,DEU_5,
DE,DEB3F,DEB3F,DEB3F,DEB3F,DEU_5,
DE,DEB3E,DEB3E,DEB3E,DEB3E,DEU_5,
DE,DEB3D,DEB3D,DEB3D,DEB3D,DEU_5,
DE,DEB3C,DEB3C,DEB3C,DEB3C,DEU_5,
DE,DEB3B,DEB3B,DEB3B,DEB3B,DEU_5,
DE,DEB3A,DEB3A,DEB3A,DEB3A,DEU_5,
DE,DEC01,DEC01,DEC01,DEC01,DEU_5,
DE,,DED44,DED44,DED44,DEU_4,
DE,,DED45,DED45,DED45,DEU_4,
DE,DED31,DED51,DED51,DED51,DEU_4,
DE,DEF09,DEF09,DEF09,DEF09,DEU_1,
DE,DEF08,DEF08,DEF08,DEF08,DEU_1,
DE,DEF07,DEF07,DEF07,DEF07,DEU_1,
DE,DEF06,DEF06,DEF06,DEF06,DEU_1,
DE,DEF05,DEF05,DEF05,DEF05,DEU_1,
DE,DEF04,DEF04,DEF04,DEF04,DEU_1,
DE,DEF03,DEF03,DEF03,DEF03,DEU_1,
DE,DEF02,DEF02,DEF02,DEF02,DEU_1,
DE,DEF01,DEF01,DEF01,DEF01,DEU_1,
DE,DEE0E,DEE0E,DEE0E,DEE0E,DEU_4,
DE,DEE0D,DEE0D,DEE0D,DEE0D,DEU_2,
DE,DEE0C,DEE0C,DEE0C,DEE0C,DEU_4,
DE,DEE0B,DEE0B,DEE0B,DEE0B,DEU_4,
DE,DEE0A,DEE0A,DEE0A,DEE0A,DEU_4,
DE,DEE09,DEE09,DEE09,DEE09,DEU_4,
DE,DE91A,DE91A,DE91A,DE91A,DEU_1,
DE,DEE07,DEE07,DEE07,DEE07,DEU_2,
DE,DEE06,DEE06,DEE06,DEE06,DEU_2,
DE,DEE05,DEE05,DEE05,DEE05,DEU_4,
DE,DEE04,DEE04,DEE04,DEE04,DEU_2,
DE,DEE03,DEE03,DEE03,DEE03,DEU_2,
DE,DEE02,DEE02,DEE02,DEE02,DEU_4,
DE,DEE01,DEE01,DEE01,DEE01,DEU_4,
DE,,DED53,DED53,DED53,DEU_4,
DE,,DED52,DED52,DED52,DEU_4,
DE,DEF0B,DEF0B,DEF0B,DEF0B,DEU_1,
DE,DE919,DE919,DE919,,DEU_1,
DE,DE945,DE945,DE945,DE945,DEU_1,
DE,DE917,DE917,DE917,DE917,DEU_1,
DE,DE21J,DE21J,DE21J,DE21J,DEU_7,
DE,DE21I,DE21I,DE21I,DE21I,DEU_7,
DE,DE21H,DE21H,DE21H,DE21H,DEU_7,
DE,DE21G,DE21G,DE21G,DE21G,DEU_7,
DE,DE21F,DE21F,DE21F,DE21F,DEU_7,
DE,DE21E,DE21E,DE21E,DE21E,DEU_7,
DE,DE21D,DE21D,DE21D,DE21D,DEU_7,
DE,DE21C,DE21C,DE21C,DE21C,DEU_7,
DE,DE21B,DE21B,DE21B,DE21B,DEU_7,
DE,DE21A,DE21A,DE21A,DE21A,DEU_7,
DE,DE219,DE219,DE219,DE219,DEU_7,
DE,DE21K,DE21K,DE21K,DE21K,DEU_7,
DE,DE218,DE218,DE218,DE218,DEU_7,
DE,DE216,DE216,DE216,DE216,DEU_7,
DE,DE215,DE215,DE215,DE215,DEU_7,
DE,DE214,DE214,DE214,DE214,DEU_7,
DE,DE213,DE213,DE213,DE213,DEU_7,
DE,DE212,DE212,DE212,DE212,DEU_7,
DE,DE211,DE211,DE211,DE211,DEU_7,
DE,DE149,DE149,DE149,DE149,DEU_6,
DE,DE148,DE148,DE148,DE148,DEU_6,
DE,DE147,DE147,DE147,DE147,DEU_6,
DE,DE146,DE146,DE146,DE146,DEU_6,
DE,DE145,DE145,DE145,DE145,DEU_6,
DE,DE217,DE217,DE217,DE217,DEU_7,
DE,DE144,DE144,DE144,DE144,DEU_6,
DE,DE21L,DE21L,DE21L,DE21L,DEU_7,
DE,DE21N,DE21N,DE21N,DE21N,DEU_7,
DE,DE242,DE242,DE242,DE242,DEU_7,
DE,DE241,DE241,DE241,DE241,DEU_7,
DE,DE23A,DE23A,DE23A,DE23A,DEU_7,
DE,DE239,DE239,DE239,DE239,DEU_7,
DE,DE238,DE238,DE238,DE238,DEU_7,
DE,DE237,DE237,DE237,DE237,DEU_7,
DE,DE236,DE236,DE236,DE236,DEU_7,
DE,DE235,DE235,DE235,DE235,DEU_7,
DE,DE234,DE234,DE234,DE234,DEU_7,
DE,DE233,DE233,DE233,DE233,DEU_7,
DE,DE232,DE232,DE232,DE232,DEU_7,
DE,DE21M,DE21M,DE21M,DE21M,DEU_7,
DE,DE231,DE231,DE231,DE231,DEU_7,
DE,DE22B,DE22B,DE22B,DE22B,DEU_7,
DE,DE22A,DE22A,DE22A,DE22A,DEU_7,
DE,DE229,DE229,DE229,DE229,DEU_7,
DE,DE228,DE228,DE228,DE228,DEU_7,
DE,DE227,DE227,DE227,DE227,DEU_7,
DE,DE226,DE226,DE226,DE226,DEU_7,
DE,DE225,DE225,DE225,DE225,DEU_7,
DE,DE224,DE224,DE224,DE224,DEU_7,
DE,DE223,DE223,DE223,DE223,DEU_7,
DE,DE222,DE222,DE222,DE222,DEU_7,
DE,DE221,DE221,DE221,DE221,DEU_7,
DE,DE22C,DE22C,DE22C,DE22C,DEU_7,
DE,DE243,DE243,DE243,DE243,DEU_7,
DE,DE143,DE143,DE143,DE143,DEU_6,
DE,DE141,DE141,DE141,DE141,DEU_6,
DE,DE117,DE117,DE117,DE117,DEU_6,
DE,DE116,DE116,DE116,DE116,DEU_6,
DE,DE115,DE115,DE115,DE115,DEU_6,
DE,DE114,DE114,DE114,DE114,DEU_6,
DE,DE113,DE113,DE113,DE113,DEU_6,
DE,DE112,DE112,DE112,DE112,DEU_6,
DE,DE111,DE111,DE111,DE111,DEU_6,
DE,DED1B,,,,DEU_4,
DE,DED1C,,,,DEU_4,
DE,DED22,,,,DEU_4,
DE,DED23,,,,DEU_4,
DE,DE118,DE118,DE118,DE118,DEU_6,
DE,DED24,,,,DEU_4,
DE,DED26,,,,DEU_4,
DE,DED27,,,,DEU_4,
DE,DED28,,,,DEU_4,
DE,DED29,,,,DEU_4,
DE,DED2A,,,,DEU_4,
DE,DED2B,,,,DEU_4,
DE,DED32,,,,DEU_4,
DE,DED33,,,,DEU_4,
DE,DED34,,,,DEU_4,
DE,DED35,,,,DEU_4,
DE,DED36,,,,DEU_4,
DE,DED25,,,,DEU_4,
DE,DE142,DE142,DE142,DE142,DEU_6,
DE,DE119,DE119,DE119,DE119,DEU_6,
DE,DE11B,DE11B,DE11B,DE11B,DEU_6,
DE,DE13A,DE13A,DE13A,DE13A,DEU_6,
DE,DE139,DE139,DE139,DE139,DEU_6,
DE,DE138,DE138,DE138,DE138,DEU_6,
DE,DE137,DE137,DE137,DE137,DEU_6,
DE,DE136,DE136,DE136,DE136,DEU_6,
DE,DE135,DE135,DE135,DE135,DEU_6,
DE,DE134,DE134,DE134,DE134,DEU_6,
DE,DE133,DE133,DE133,DE133,DEU_6,
DE,DE132,DE132,DE132,DE132,DEU_6,
DE,DE918,DE918,DE918,DE918,DEU_1,
DE,DE12C,DE12C,DE12C,DE12C,DEU_6,
DE,DE11A,DE11A,DE11A,DE11A,DEU_6,
DE,DE12B,DE12B,DE12B,DE12B,DEU_6,
DE,DE129,DE129,DE129,DE129,DEU_6,
DE,DE128,DE128,DE128,DE128,DEU_6,
DE,DE127,DE127,DE127,DE127,DEU_6,
DE,DE126,DE126,DE126,DE126,DEU_6,
DE,DE125,DE125,DE125,DE125,DEU_6,
DE,DE124,DE124,DE124,DE124,DEU_6,
DE,DE123,DE123,DE123,DE123,DEU_6,
DE,DE122,DE122,DE122,DE122,DEU_6,
DE,DE121,DE121,DE121,DE121,DEU_6,
DE,DE11D,DE11D,DE11D,DE11D,DEU_6,
DE,DE11C,DE11C,DE11C,DE11C,DEU_6,
DE,DE12A,DE12A,DE12A,DE12A,DEU_6,
DE,DE244,DE244,DE244,DE244,DEU_7,
DE,DE131,DE131,DE131,DE131,DEU_6,
DE,DE246,DE246,DE246,DE246,DEU_7,
DE,DE71B,DE71B,DE71B,DE71B,DEU_5,
DE,DE71A,DE71A,DE71A,DE71A,DEU_5,
DE,DE719,DE719,DE719,DE719,DEU_5,
DE,DE718,DE718,DE718,DE718,DEU_5,
DE,DE717,DE717,DE717,DE717,DEU_5,
DE,DE716,DE716,DE716,DE716,DEU_5,
DE,DE715,DE715,DE715,DE715,DEU_5,
DE,DE714,DE714,DE714,DE714,DEU_5,
DE,DE713,DE713,DE713,DE713,DEU_5,
DE,DE712,DE712,DE712,DE712,DEU_5,
DE,DE711,DE711,DE711,DE711,DEU_5,
DE,DE600,DE600,DE600,DE600,DEU_1,
DE,DE502,DE502,DE502,DE502,DEU_1,
DE,DE501,DE501,DE501,DE501,DEU_1,
DE,DE418,DE40I,DE40I,DE40I,DEU_2,
DE,DE42A,DE40H,DE40H,DE40H,DEU_2,
DE,DE429,DE40G,DE40G,DE40G,DEU_4,
DE,DE417,DE40F,DE40F,DE40F,DEU_2,
DE,DE428,DE40E,DE40E,DE40E,DEU_2,
DE,DE416,DE40D,DE40D,DE40D,DEU_2,
DE,DE415,DE40C,DE40C,DE40C,DEU_2,
DE,DE427,DE40B,DE40B,DE40B,DEU_4,
DE,DE414,DE40A,DE40A,DE40A,DEU_2,
DE,DE71C,DE71C,DE71C,DE71C,DEU_5,
DE,DE71D,DE71D,DE71D,DE71D,DEU_5,
DE,DE71E,DE71E,DE71E,DE71E,DEU_5,
DE,DE721,DE721,DE721,DE721,DEU_5,
DE,DE737,DE737,DE737,DE737,DEU_5,
DE,DE736,DE736,DE736,DE736,DEU_5,
DE,,,DE80J,DE80J,DEU_2,
DE,DE735,DE735,DE735,DE735,DEU_5,
DE,DE734,DE734,DE734,DE734,DEU_5,
DE,DE733,DE733,DE733,DE733,DEU_5,
DE,DE732,DE732,DE732,DE732,DEU_5,
DE,DE731,DE731,DE731,DE731,DEU_5,
DE,DE725,DE725,DE725,DE725,DEU_5,
DE,,,DE80K,DE80K,DEU_2,
DE,,,DE80L,DE80L,DEU_2,
DE,DE413,DE409,DE409,DE409,DEU_2,
DE,,,DE80M,DE80M,DEU_2,
DE,,,DE80O,DE80O,DEU_2,
DE,DE911,DE911,DE911,DE911,DEU_1,
DE,DE912,DE912,DE912,DE912,DEU_1,
DE,DE913,DE913,DE913,DE913,DEU_1,
DE,DE914,DE914,DE914,DE914,DEU_1,
DE,DE915,DE915,DE915,,DEU_1,
DE,DE916,DE916,DE916,DE916,DEU_1,
DE,DE724,DE724,DE724,DE724,DEU_5,
DE,DE723,DE723,DE723,DE723,DEU_5,
DE,DE245,DE245,DE245,DE245,DEU_7,
DE,DE722,DE722,DE722,DE722,DEU_5,
DE,,,DE80N,DE80N,DEU_2,
DE,DE804,DE804,DE804,DE804,DEU_2,
DE,DE426,DE408,DE408,DE408,DEU_2,
DE,DE424,DE406,DE406,DE406,DEU_2,
DE,DE264,DE264,DE264,DE264,DEU_7,
DE,DE263,DE263,DE263,DE263,DEU_7,
DE,DE262,DE262,DE262,DE262,DEU_7,
DE,DE261,DE261,DE261,DE261,DEU_7,
DE,DE25C,DE25C,DE25C,DE25C,DEU_7,
DE,DE25B,DE25B,DE25B,DE25B,DEU_7,
DE,DE25A,DE25A,DE25A,DE25A,DEU_7,
DE,DE259,DE259,DE259,DE259,DEU_7,
DE,DE258,DE258,DE258,DE258,DEU_7,
DE,DE257,DE257,DE257,DE257,DEU_7,
DE,DE256,DE256,DE256,DE256,DEU_7,
DE,DE255,DE255,DE255,DE255,DEU_7,
DE,DE254,DE254,DE254,DE254,DEU_7,
DE,DE253,DE253,DE253,DE253,DEU_7,
DE,DE252,DE252,DE252,DE252,DEU_7,
DE,DE251,DE251,DE251,DE251,DEU_7,
DE,DE24D,DE24D,DE24D,DE24D,DEU_7,
DE,DE24C,DE24C,DE24C,DE24C,DEU_7,
DE,DE24B,DE24B,DE24B,DE24B,DEU_7,
DE,DE24A,DE24A,DE24A,DE24A,DEU_7,
DE,DE249,DE249,DE249,DE249,DEU_7,
DE,DE248,DE248,DE248,DE248,DEU_7,
DE,DE247,DE247,DE247,DE247,DEU_7,
DE,DE265,DE265,DE265,DE265,DEU_7,
DE,DE266,DE266,DE266,DE266,DEU_7,
DE,DE267,DE267,DE267,DE267,DEU_7,
DE,DE268,DE268,DE268,DE268,DEU_7,
DE,DE412,DE405,DE405,DE405,DEU_2,
DE,DE423,DE404,DE404,DE404,DEU_2,
DE,DE411,DE403,DE403,DE403,DEU_2,
DE,DE422,DE402,DE402,DE402,DEU_4,
DE,DE421,DE401,DE401,DE401,DEU_2,
DE,DE300,DE300,DE300,DE300,DEU_2,
DE,DE27E,DE27E,DE27E,DE27E,DEU_7,
DE,DE27D,DE27D,DE27D,DE27D,DEU_7,
DE,DE27C,DE27C,DE27C,DE27C,DEU_7,
DE,DE27B,DE27B,DE27B,DE27B,DEU_7,
DE,DE27A,DE27A,DE27A,DE27A,DEU_7,
DE,DE425,DE407,DE407,DE407,DEU_4,
