country_code,NUTS3_2006,NUTS3_2010,NUTS3_2013,NUTS3_2016,id,Comment
UK,,,UKD34,UKD34,GBR_3,
UK,,,UKD33,UKD33,GBR_3,
UK,UKD12,UKD12,UKD12,UKD12,GBR_4,
UK,UKN04,UKN04,UKN04,,GBR_6,
UK,UKC23,UKC23,UKC23,UKC23,GBR_4,
UK,UKC22,UKC22,UKC22,UKC22,GBR_4,
UK,UKC21,UKC21,UKC21,UKC21,GBR_4,
UK,UKC14,UKC14,UKC14,UKC14,GBR_4,
UK,UKC13,UKC13,UKC13,UKC13,GBR_4,
UK,UKD11,UKD11,UKD11,UKD11,GBR_4,
UK,,,UKD36,UKD36,GBR_3,
UK,,,UKD37,UKD37,GBR_3,
UK,UKD41,UKD41,UKD41,UKD41,GBR_3,
UK,UKN03,UKN03,UKN03,,GBR_6,
UK,UKN02,UKN02,UKN02,,GBR_6,
UK,UKN01,UKN01,UKN01,UKN06,GBR_6,
UK,UKC12,UKC12,UKC12,UKC12,GBR_4,
UK,,UKD63,UKD63,UKD63,GBR_3,
UK,UKM65,UKM65,UKM65,UKM65,GBR_5,
UK,UKM64,UKM64,UKM64,UKM64,GBR_5,
UK,UKN05,UKN05,UKN05,,GBR_6,
UK,UKM63,UKM63,UKM63,UKM63,GBR_5,
UK,,UKD62,UKD62,UKD62,GBR_3,
UK,,UKD61,UKD61,UKD61,GBR_3,
UK,,,UKD47,UKD47,GBR_3,
UK,,,UKD46,UKD46,GBR_3,
UK,,,UKD45,UKD45,GBR_3,
UK,,,UKD44,UKD44,GBR_3,
UK,UKD42,UKD42,UKD42,UKD42,GBR_3,
UK,UKM62,UKM62,UKM62,UKM62,GBR_5,
UK,UKM66,UKM66,UKM66,UKM66,GBR_5,
UK,UKD52,UKD72,UKD72,UKD72,GBR_3,
UK,UKM61,UKM61,UKM61,UKM61,GBR_5,
UK,,,,UKN14,GBR_6,
UK,,,,UKN13,GBR_6,
UK,,,,UKN12,GBR_6,
UK,,,,UKN11,GBR_6,
UK,,,,UKN10,GBR_6,
UK,,,,UKN09,GBR_6,
UK,,,,UKN08,GBR_6,
UK,,,,UKN07,GBR_6,
UK,UKG34,,,,GBR_3,
UK,UKD22,,,,GBR_3,
UK,UKE43,,,,GBR_3,
UK,UKD21,,,,GBR_3,
UK,UKD51,,,,GBR_3,
UK,UKD31,UKD31,,,GBR_3,
UK,UKG35,,,,GBR_3,
UK,UKD43,UKD43,,,GBR_3,
UK,UKD32,UKD32,,,GBR_3,
UK,,,,UKN15,GBR_6,
UK,UKH22,,,,GBR_1,
UK,UKH33,UKH33,,,GBR_1,
UK,UKF23,,,,GBR_1,
UK,UKH13,UKH13,,,GBR_1,
UK,UKI21,UKI21,,,GBR_1,
UK,UKC11,UKC11,UKC11,UKC11,GBR_4,
UK,UKI12,UKI12,,,GBR_1,
UK,UKJ23,UKJ23,,,GBR_1,
UK,UKJ24,UKJ24,,,GBR_1,
UK,UKI22,UKI22,,,GBR_1,
UK,UKJ33,UKJ33,,,GBR_1,
UK,UKJ42,UKJ42,,,GBR_1,
UK,UKI23,UKI23,,,GBR_1,
UK,UKI11,UKI11,,,GBR_1,
UK,UKM50,UKM50,UKM50,UKM50,GBR_5,
UK,UKM38,UKM38,UKM38,UKM95,GBR_4,
UK,UKM37,UKM37,UKM37,UKM94,GBR_4,
UK,,UKG37,UKG37,UKG37,GBR_3,
UK,,UKG38,UKG38,UKG38,GBR_3,
UK,,UKG39,UKG39,UKG39,GBR_3,
UK,UKH11,UKH11,UKH11,UKH11,GBR_1,
UK,UKH12,UKH12,UKH12,UKH12,GBR_1,
UK,UKH14,UKH14,UKH14,UKH14,GBR_1,
UK,,,UKH15,UKH15,GBR_1,
UK,,,UKH16,UKH16,GBR_1,
UK,,,UKH17,UKH17,GBR_1,
UK,UKH21,UKH21,UKH21,UKH21,GBR_1,
UK,UKH23,UKH23,UKH23,UKH23,GBR_1,
UK,,UKH24,UKH24,UKH24,GBR_1,
UK,,UKH25,UKH25,UKH25,GBR_1,
UK,UKH31,UKH31,UKH31,UKH31,GBR_1,
UK,,UKG36,UKG36,UKG36,GBR_3,
UK,UKH32,UKH32,UKH32,UKH32,GBR_1,
UK,,,UKH35,UKH35,GBR_1,
UK,,,UKH36,UKH36,GBR_1,
UK,,,UKH37,UKH37,GBR_1,
UK,,,UKI31,UKI31,GBR_1,
UK,,,UKI32,UKI32,GBR_1,
UK,,,UKI33,UKI33,GBR_1,
UK,,,UKI34,UKI34,GBR_1,
UK,,,UKI41,UKI41,GBR_1,
UK,,,UKI42,UKI42,GBR_1,
UK,,,UKI43,UKI43,GBR_1,
UK,,,UKI44,UKI44,GBR_1,
UK,,,UKI45,UKI45,GBR_1,
UK,,,UKI51,UKI51,GBR_1,
UK,,,UKI52,UKI52,GBR_1,
UK,,,UKH34,UKH34,GBR_1,
UK,UKG33,UKG33,UKG33,UKG33,GBR_3,
UK,UKG32,UKG32,UKG32,UKG32,GBR_3,
UK,UKG31,UKG31,UKG31,UKG31,GBR_3,
UK,UKD53,UKD73,UKD73,UKD73,GBR_3,
UK,UKD54,UKD74,UKD74,UKD74,GBR_3,
UK,UKE11,UKE11,UKE11,UKE11,GBR_4,
UK,UKE12,UKE12,UKE12,UKE12,GBR_4,
UK,UKE13,UKE13,UKE13,UKE13,GBR_3,
UK,UKE21,UKE21,UKE21,UKE21,GBR_4,
UK,UKE22,UKE22,UKE22,UKE22,GBR_4,
UK,UKE31,UKE31,UKE31,UKE31,GBR_3,
UK,UKE32,UKE32,UKE32,UKE32,GBR_3,
UK,UKE41,UKE41,UKE41,UKE41,GBR_3,
UK,UKE42,UKE42,UKE42,UKE42,GBR_3,
UK,,UKE44,UKE44,UKE44,GBR_3,
UK,,UKE45,UKE45,UKE45,GBR_3,
UK,UKF11,UKF11,UKF11,UKF11,GBR_3,
UK,UKF12,UKF12,UKF12,UKF12,GBR_3,
UK,UKF13,UKF13,UKF13,UKF13,GBR_3,
UK,UKF14,UKF14,UKF14,UKF14,GBR_3,
UK,UKG24,UKG24,UKG24,UKG24,GBR_3,
UK,UKG23,UKG23,UKG23,UKG23,GBR_3,
UK,UKG22,UKG22,UKG22,UKG22,GBR_3,
UK,UKG21,UKG21,UKG21,UKG21,GBR_3,
UK,UKG13,UKG13,UKG13,UKG13,GBR_3,
UK,UKG12,UKG12,UKG12,UKG12,GBR_3,
UK,,,UKI53,UKI53,GBR_1,
UK,UKG11,UKG11,UKG11,UKG11,GBR_3,
UK,,UKF25,UKF25,UKF25,GBR_1,
UK,,UKF24,UKF24,UKF24,GBR_1,
UK,UKF22,UKF22,UKF22,UKF22,GBR_3,
UK,UKF21,UKF21,UKF21,UKF21,GBR_3,
UK,UKF16,UKF16,UKF16,UKF16,GBR_3,
UK,UKF15,UKF15,UKF15,UKF15,GBR_3,
UK,UKF30,UKF30,UKF30,UKF30,GBR_3,
UK,,UKD71,UKD71,UKD71,GBR_3,
UK,,,UKI54,UKI54,GBR_1,
UK,,,UKI62,UKI62,GBR_1,
UK,UKK30,UKK30,UKK30,UKK30,GBR_2,
UK,UKK41,UKK41,UKK41,UKK41,GBR_2,
UK,UKK42,UKK42,UKK42,UKK42,GBR_2,
UK,UKK43,UKK43,UKK43,UKK43,GBR_2,
UK,UKL11,UKL11,UKL11,UKL11,GBR_3,
UK,UKL12,UKL12,UKL12,UKL12,GBR_3,
UK,UKL13,UKL13,UKL13,UKL13,GBR_3,
UK,UKL14,UKL14,UKL14,UKL14,GBR_3,
UK,UKL15,UKL15,UKL15,UKL15,GBR_3,
UK,UKL16,UKL16,UKL16,UKL16,GBR_3,
UK,UKL17,UKL17,UKL17,UKL17,GBR_3,
UK,UKL18,UKL18,UKL18,UKL18,GBR_3,
UK,UKL21,UKL21,UKL21,UKL21,GBR_3,
UK,UKL22,UKL22,UKL22,UKL22,GBR_3,
UK,UKK23,UKK23,UKK23,UKK23,GBR_2,
UK,UKL23,UKL23,UKL23,UKL23,GBR_3,
UK,UKM21,UKM21,UKM21,UKM71,GBR_5,
UK,UKM22,UKM22,UKM22,UKM72,GBR_5,
UK,UKM23,UKM23,UKM23,UKM73,GBR_4,
UK,UKM24,UKM24,UKM24,UKM91,GBR_4,
UK,UKM25,UKM25,UKM25,UKM75,GBR_4,
UK,UKM26,UKM26,UKM26,UKM76,GBR_5,
UK,UKM27,UKM27,UKM27,UKM77,GBR_5,
UK,UKM28,UKM28,UKM28,UKM78,GBR_4,
UK,UKM31,UKM31,UKM31,UKM81,GBR_5,
UK,UKM32,UKM32,UKM32,UKM92,GBR_4,
UK,UKM33,UKM33,UKM33,UKM93,GBR_4,
UK,UKM34,UKM34,UKM34,UKM82,GBR_5,
UK,UKM35,UKM35,UKM35,UKM83,GBR_5,
UK,UKM36,UKM36,UKM36,UKM84,GBR_5,
UK,UKL24,UKL24,UKL24,UKL24,GBR_3,
UK,UKK22,UKK22,UKK22,UKK22,GBR_2,
UK,UKK21,UKK21,UKK21,UKK21,GBR_2,
UK,UKK15,UKK15,UKK15,UKK15,GBR_2,
UK,,,UKI63,UKI63,GBR_1,
UK,,,UKI71,UKI71,GBR_1,
UK,,,UKI72,UKI72,GBR_1,
UK,,,UKI73,UKI73,GBR_1,
UK,,,UKI74,UKI74,GBR_1,
UK,,,UKI75,UKI75,GBR_1,
UK,UKJ11,UKJ11,UKJ11,UKJ11,GBR_1,
UK,UKJ12,UKJ12,UKJ12,UKJ12,GBR_1,
UK,UKJ13,UKJ13,UKJ13,UKJ13,GBR_1,
UK,UKJ14,UKJ14,UKJ14,UKJ14,GBR_1,
UK,UKJ21,UKJ21,UKJ21,UKJ21,GBR_1,
UK,UKJ22,UKJ22,UKJ22,UKJ22,GBR_1,
UK,,,UKJ25,UKJ25,GBR_1,
UK,,,UKJ26,UKJ26,GBR_1,
UK,,,UKJ27,UKJ27,GBR_1,
UK,,,UKJ28,UKJ28,GBR_1,
UK,UKJ31,UKJ31,UKJ31,UKJ31,GBR_1,
UK,UKK14,UKK14,UKK14,UKK14,GBR_2,
UK,UKK13,UKK13,UKK13,UKK13,GBR_2,
UK,UKK12,UKK12,UKK12,UKK12,GBR_2,
UK,UKK11,UKK11,UKK11,UKK11,GBR_2,
UK,,,UKJ46,UKJ46,GBR_1,
UK,,,UKJ45,UKJ45,GBR_1,
UK,,,UKI61,UKI61,GBR_1,
UK,,,UKJ44,UKJ44,GBR_1,
UK,UKJ41,UKJ41,UKJ41,UKJ41,GBR_1,
UK,,,UKJ37,UKJ37,GBR_1,
UK,,,UKJ36,UKJ36,GBR_1,
UK,,,UKJ35,UKJ35,GBR_1,
UK,UKJ34,UKJ34,UKJ34,UKJ34,GBR_1,
UK,UKJ32,UKJ32,UKJ32,UKJ32,GBR_1,
UK,,,UKJ43,UKJ43,GBR_1,
UK,,,,UKN16,GBR_6,
