country_code,year,generation_gwh
MUS,2004,122
MUS,2005,114
MUS,2006,76
MUS,2007,83
MUS,2008,108
MUS,2009,122
MUS,2010,100
MUS,2011,56
MUS,2012,74
MUS,2013,94
MUS,2014,90
MUS,2015,121
MUS,2016,99
MUS,2017,89
MUS,2018,124
MWI,2000,1034
MWI,2001,1057
MWI,2002,1104
MWI,2003,1186
MWI,2004,1264
MWI,2005,1322
MWI,2006,1354
MWI,2007,1381
MWI,2008,1618
MWI,2009,1765
MWI,2010,1844
MWI,2011,1884
MWI,2012,1873
MWI,2013,1861
MWI,2014,1966
MWI,2015,1955
MWI,2016,1943
MWI,2017,1822
MWI,2018,1356
MYS,2000,6994
MYS,2001,6066
MYS,2002,5415
MYS,2003,5090
MYS,2004,5573
MYS,2005,6007
MYS,2006,6323
MYS,2007,5957
MYS,2008,7807
MYS,2009,6890
MYS,2010,6361
MYS,2011,8056
MYS,2012,9251
MYS,2013,11799
MYS,2014,13540
MYS,2015,15524
MYS,2016,20357
MYS,2017,26716
MYS,2018,26295
NAM,2000,1309
NAM,2001,1319
NAM,2002,1459
NAM,2003,1434
NAM,2004,1518
NAM,2005,1627
NAM,2006,1584
NAM,2007,1572
NAM,2008,1531
NAM,2009,1397
NAM,2010,1367
NAM,2011,1536
NAM,2012,1487
NAM,2013,1414
NAM,2014,1517
NAM,2015,1478
NAM,2016,1540
NAM,2017,1412
NAM,2018,1085
NGA,2000,6441
NGA,2001,6193
NGA,2002,6390
NGA,2003,7752
NGA,2004,8086
NGA,2005,13070
NGA,2006,10590
NGA,2007,7776
NGA,2008,7443
NGA,2009,7439
NGA,2010,7192
NGA,2011,5227
NGA,2012,5306
NGA,2013,6121
NGA,2014,6143
NGA,2015,6423
NGA,2016,8150
NGA,2017,7746
NGA,2018,6758
NIC,2000,209
NIC,2001,196
NIC,2002,303
NIC,2003,297
NIC,2004,321
NIC,2005,433
NIC,2006,308
NIC,2007,306
NIC,2008,534
NIC,2009,296
NIC,2010,503
NIC,2011,443
NIC,2012,418
NIC,2013,456
NIC,2014,395
NIC,2015,295
NIC,2016,426
NIC,2017,467
NIC,2018,410
NLD,2000,142
NLD,2001,117
NLD,2002,110
NLD,2003,72
NLD,2004,95
NLD,2005,88
NLD,2006,106
NLD,2007,107
NLD,2008,102
NLD,2009,98
NLD,2010,105
NLD,2011,57
NLD,2012,104
NLD,2013,114
NLD,2014,112
NLD,2015,92
NLD,2016,100
NLD,2017,60
NLD,2018,72
NOR,2000,141818
NOR,2001,120463
NOR,2002,129372
NOR,2003,105480
NOR,2004,108781
NOR,2005,135688
NOR,2006,119369
NOR,2007,133656
NOR,2008,139044
NOR,2009,125283
NOR,2010,116739
NOR,2011,120279
NOR,2012,141724
NOR,2013,128138
NOR,2014,135470
NOR,2015,137302
NOR,2016,142807
NOR,2017,142366
NOR,2018,138796
NPL,2000,1640
NPL,2001,1819
NPL,2002,2081
NPL,2003,2245
NPL,2004,2393
NPL,2005,2560
NPL,2006,2733
NPL,2007,2875
NPL,2008,2906
NPL,2009,2863
NPL,2010,3076
NPL,2011,3471
NPL,2012,3639
NPL,2013,3608
NPL,2014,3719
NPL,2015,3690
NPL,2016,3931
NPL,2017,4531
NPL,2018,4851
NZL,2000,24432
NZL,2001,21678
NZL,2002,24870
NZL,2003,23620
NZL,2004,27237
NZL,2005,23325
NZL,2006,23570
NZL,2007,23638
NZL,2008,22345
NZL,2009,24215
NZL,2010,24724
NZL,2011,25108
NZL,2012,22894
NZL,2013,23026
NZL,2014,24315
NZL,2015,24527
NZL,2016,25919
NZL,2017,25177
NZL,2018,26308
PAK,2000,18275
PAK,2001,18159
PAK,2002,20705
PAK,2003,24916
PAK,2004,26576
PAK,2005,28265
PAK,2006,31401
PAK,2007,30307
PAK,2008,28431
PAK,2009,28361
PAK,2010,30289
PAK,2011,30368
PAK,2012,29380
PAK,2013,31096
PAK,2014,32361
PAK,2015,33445
PAK,2016,33205
PAK,2017,30362
PAK,2018,33449
PAN,2000,3418
PAN,2001,2499
PAN,2002,3400
PAN,2003,2823
PAN,2004,3778
PAN,2005,3723
PAN,2006,3579
PAN,2007,3706
PAN,2008,3971
PAN,2009,3896
PAN,2010,4193
PAN,2011,4098
PAN,2012,5388
PAN,2013,5154
PAN,2014,5033
PAN,2015,6256
PAN,2016,6522
PAN,2017,7253
PAN,2018,7855
PER,2000,16175
PER,2001,17590
PER,2002,18053
PER,2003,18543
PER,2004,17510
PER,2005,18000
PER,2006,19602
PER,2007,19559
PER,2008,19092
PER,2009,19904
PER,2010,20097
PER,2011,21568
PER,2012,22101
PER,2013,22309
PER,2014,22201
PER,2015,23205
PER,2016,24171
PER,2017,28972
PER,2018,30731
PHL,2000,7328
PHL,2001,6623
PHL,2002,6543
PHL,2003,7370
PHL,2004,7663
PHL,2005,7565
PHL,2006,9084
PHL,2007,7803
PHL,2008,9644
PHL,2009,9253
PHL,2010,7324
PHL,2011,9459
PHL,2012,9885
PHL,2013,9530
PHL,2014,8462
PHL,2015,7943
PHL,2016,7388
PHL,2017,8888
PHL,2018,8661
POL,2000,2106
POL,2001,2325
POL,2002,2279
POL,2003,1671
POL,2004,2081
POL,2005,2200
POL,2006,2042
POL,2007,2352
POL,2008,2152
POL,2009,2375
POL,2010,2920
POL,2011,2331
POL,2012,2037
POL,2013,2438
POL,2014,2182
POL,2015,1832
POL,2016,2139
POL,2017,2559
POL,2018,1969
PRI,2000,119
PRI,2001,119
PRI,2002,115
PRI,2003,119
PRI,2004,119
PRI,2005,140
PRI,2006,119
PRI,2007,119
PRI,2008,119
PRI,2009,119
PRI,2010,158
PRI,2011,145
PRI,2012,86
PRI,2013,83
PRI,2014,81
PRI,2015,55
PRI,2016,70
PRI,2017,50
PRI,2018,38
PRT,2000,11323
PRT,2001,14034
PRT,2002,7800
PRT,2003,15723
PRT,2004,9869
PRT,2005,4730
PRT,2006,11002
PRT,2007,10091
PRT,2008,6799
PRT,2009,8284
PRT,2010,16147
PRT,2011,11539
PRT,2012,5622
PRT,2013,13730
PRT,2014,15568
PRT,2015,8660
PRT,2016,15723
PRT,2017,5896
PRT,2018,12393
PRY,2000,53481
PRY,2001,45308
PRY,2002,48202
PRY,2003,51761
PRY,2004,51979
PRY,2005,51157
PRY,2006,53773
PRY,2007,53714
PRY,2008,55455
PRY,2009,54938
PRY,2010,54064
PRY,2011,57624
PRY,2012,60231
PRY,2013,60377
PRY,2014,55276
PRY,2015,55742
PRY,2016,63770
PRY,2017,59683
PRY,2018,59210
ROU,2000,14778
ROU,2001,14923
ROU,2002,16046
ROU,2003,13259
ROU,2004,16513
ROU,2005,20206
ROU,2006,18355
ROU,2007,15965
ROU,2008,17195
ROU,2009,15533
ROU,2010,19882
ROU,2011,14727
ROU,2012,12066
ROU,2013,14956
ROU,2014,18805
ROU,2015,16632
ROU,2016,18028
ROU,2017,14494
ROU,2018,17664
RWA,2000,105
RWA,2001,89
RWA,2002,98
RWA,2003,117
RWA,2004,84
RWA,2005,99
RWA,2006,127
RWA,2007,122
RWA,2008,156
RWA,2009,160
RWA,2010,189
RWA,2011,221
RWA,2012,269
RWA,2013,240
RWA,2014,291
RWA,2015,324
RWA,2016,302
RWA,2017,302
RWA,2018,330
SDN,2000,1183
SDN,2001,1236
SDN,2002,1287
SDN,2003,1163
SDN,2004,1107
SDN,2005,1261
SDN,2006,1370
SDN,2007,1451
SDN,2008,1463
SDN,2009,3228
SDN,2010,6202
SDN,2011,6467
SDN,2012,6619
SDN,2013,8317
SDN,2014,8913
SDN,2015,8420
SDN,2016,8051
SDN,2017,9346
SDN,2018,9657
SEN,2000,0
SEN,2001,0
SEN,2002,0
SEN,2003,0
SEN,2004,0
SEN,2005,0
SEN,2006,0
SEN,2007,0
SEN,2008,0
SEN,2009,0
SEN,2010,0
SEN,2011,0
SEN,2012,0
SEN,2013,0
SEN,2014,0
SEN,2015,0
SEN,2016,0
SEN,2017,0
SEN,2018,0
SLE,2000,16
SLE,2001,15
SLE,2002,16
SLE,2003,16
SLE,2004,17
SLE,2005,19
SLE,2006,8
SLE,2007,7
SLE,2008,9
SLE,2009,50
SLE,2010,149
SLE,2011,153
SLE,2012,118
SLE,2013,105
SLE,2014,179
SLE,2015,189
SLE,2016,219
SLE,2017,238
SLE,2018,238
SLV,2000,1175
SLV,2001,1163
SLV,2002,1139
SLV,2003,1465
SLV,2004,1387
SLV,2005,1669
SLV,2006,1961
SLV,2007,1738
SLV,2008,2038
SLV,2009,1505
SLV,2010,2083
SLV,2011,2011
SLV,2012,1846
SLV,2013,1789
SLV,2014,1788
SLV,2015,1430
SLV,2016,1342
SLV,2017,1705
SLV,2018,1631
SRB,2000,9821
SRB,2001,9887
SRB,2002,9927
SRB,2003,8737
SRB,2004,10620
SRB,2005,11410
SRB,2006,10350
SRB,2007,9463
SRB,2008,9564
SRB,2009,10541
SRB,2010,11891
SRB,2011,8667
SRB,2012,9286
SRB,2013,10203
SRB,2014,11003
SRB,2015,10080
SRB,2016,10792
SRB,2017,9153
SRB,2018,10639
SUR,2000,1226
SUR,2001,1228
SUR,2002,856
SUR,2003,772
SUR,2004,739
SUR,2005,640
SUR,2006,753
SUR,2007,890
SUR,2008,1000
SUR,2009,1175
SUR,2010,1064
SUR,2011,1368
SUR,2012,1111
SUR,2013,837
SUR,2014,558
SUR,2015,472
SUR,2016,783
SUR,2017,926
SUR,2018,956
SVK,2000,4615
SVK,2001,4927
SVK,2002,5268
SVK,2003,3480
SVK,2004,4100
SVK,2005,4638
SVK,2006,4399
SVK,2007,4451
SVK,2008,4039
SVK,2009,4367
SVK,2010,5255
SVK,2011,3778
SVK,2012,4103
SVK,2013,4848
SVK,2014,4209
SVK,2015,3866
SVK,2016,4359
SVK,2017,4324
SVK,2018,3590
SVN,2000,3834
SVN,2001,3795
SVN,2002,3312
SVN,2003,2957
SVN,2004,4094
SVN,2005,3460
SVN,2006,3590
SVN,2007,3265
SVN,2008,4017
SVN,2009,4714
SVN,2010,4517
SVN,2011,3561
SVN,2012,3898
SVN,2013,4629
SVN,2014,6092
SVN,2015,3807
SVN,2016,4503
SVN,2017,3868
SVN,2018,4704
SWE,2000,78584
SWE,2001,79060
SWE,2002,66360
SWE,2003,53539
SWE,2004,60123
SWE,2005,72803
SWE,2006,61722
SWE,2007,66158
SWE,2008,69069
SWE,2009,65851
SWE,2010,66397
SWE,2011,66434
SWE,2012,78932
SWE,2013,61360
SWE,2014,63763
SWE,2015,75312
SWE,2016,62017
SWE,2017,65143
SWE,2018,62210
SWZ,2000,114
SWZ,2001,117
SWZ,2002,106
SWZ,2003,137
SWZ,2004,126
SWZ,2005,106
SWZ,2006,159
SWZ,2007,174
SWZ,2008,163
SWZ,2009,247
SWZ,2010,290
SWZ,2011,336
SWZ,2012,275
SWZ,2013,243
SWZ,2014,305
SWZ,2015,234
SWZ,2016,126
SWZ,2017,122
SWZ,2018,211
TGO,2000,90
TGO,2001,91
TGO,2002,92
TGO,2003,235
TGO,2004,235
TGO,2005,235
TGO,2006,172
TGO,2007,180
TGO,2008,174
TGO,2009,219
TGO,2010,185
TGO,2011,201
TGO,2012,165
TGO,2013,74
TGO,2014,120
TGO,2015,56
TGO,2016,204
TGO,2017,204
TGO,2018,204
THA,2000,6026
THA,2001,6303
THA,2002,7471
THA,2003,7299
THA,2004,6040
THA,2005,5798
THA,2006,8125
THA,2007,8114
THA,2008,7113
THA,2009,7148
THA,2010,5537
THA,2011,8163
THA,2012,8640
THA,2013,5611
THA,2014,5323
THA,2015,3878
THA,2016,3651
THA,2017,4833
THA,2018,7783
TJK,2000,14060
TJK,2001,14200
TJK,2002,15200
TJK,2003,16400
TJK,2004,16339
TJK,2005,16967
TJK,2006,16700
TJK,2007,17114
TJK,2008,15800
TJK,2009,15900
TJK,2010,16400
TJK,2011,16200
TJK,2012,16900
TJK,2013,17071
TJK,2014,16312
TJK,2015,16900
TJK,2016,16802
TJK,2017,17312
TJK,2018,18573
TKM,2000,3
TKM,2001,3
TKM,2002,3
TKM,2003,3
TKM,2004,3
TKM,2005,3
TKM,2006,3
TKM,2007,3
TKM,2008,3
TKM,2009,3
TKM,2010,3
TKM,2011,3
TKM,2012,3
TKM,2013,3
TKM,2014,3
TKM,2015,3
TKM,2016,3
TKM,2017,3
TKM,2018,3
TUN,2000,64
TUN,2001,54
TUN,2002,64
TUN,2003,166
TUN,2004,153
TUN,2005,14
TUN,2006,91
TUN,2007,48
TUN,2008,37
TUN,2009,78
TUN,2010,50
TUN,2011,53
TUN,2012,109
TUN,2013,60
TUN,2014,55
TUN,2015,70
TUN,2016,45
TUN,2017,17
TUN,2018,17
TUR,2000,30879
TUR,2001,24010
TUR,2002,33683
TUR,2003,35330
TUR,2004,46084
TUR,2005,39560
TUR,2006,44244
TUR,2007,35850
TUR,2008,33269
TUR,2009,35958
TUR,2010,51795
TUR,2011,52338
TUR,2012,57864
TUR,2013,59420
TUR,2014,40644
TUR,2015,67145
TUR,2016,67230
TUR,2017,58218
TUR,2018,59938
TZA,2000,2163
TZA,2001,2624
TZA,2002,2742
TZA,2003,2569
TZA,2004,2030
TZA,2005,1794
TZA,2006,1449
TZA,2007,2536
TZA,2008,2673
TZA,2009,2664
TZA,2010,2727
TZA,2011,2012
TZA,2012,1794
TZA,2013,1744
TZA,2014,2631
TZA,2015,2162
TZA,2016,2444
TZA,2017,2433
TZA,2018,1837
UGA,2000,1575
UGA,2001,1576
UGA,2002,1701
UGA,2003,1756
UGA,2004,1893
UGA,2005,1639
UGA,2006,1191
UGA,2007,1294
UGA,2008,1405
UGA,2009,1281
UGA,2010,1426
UGA,2011,1624
UGA,2012,2527
UGA,2013,3276
UGA,2014,3254
UGA,2015,3295
UGA,2016,3299
UGA,2017,3457
UGA,2018,3617
UKR,2000,11274
UKR,2001,12032
UKR,2002,9627
UKR,2003,9238
UKR,2004,11753
UKR,2005,12362
UKR,2006,12885
UKR,2007,10142
UKR,2008,11395
UKR,2009,11420
UKR,2010,12637
UKR,2011,10430
UKR,2012,10478
UKR,2013,13801
UKR,2014,8478
UKR,2015,5396
UKR,2016,7670
UKR,2017,8945
UKR,2018,10427
URY,2000,7050
URY,2001,9193
URY,2002,9535
URY,2003,8529
URY,2004,4780
URY,2005,6683
URY,2006,3545
URY,2007,8021
URY,2008,4500
URY,2009,5059
URY,2010,8407
URY,2011,6478
URY,2012,5420
URY,2013,8205
URY,2014,9649
URY,2015,8265
URY,2016,7842
URY,2017,7517
URY,2018,6556
USA,2000,253204
USA,2001,188252
USA,2002,267034
USA,2003,278609
USA,2004,271118
USA,2005,272445
USA,2006,291869
USA,2007,249619
USA,2008,256714
USA,2009,275590
USA,2010,262266
USA,2011,321733
USA,2012,278511
USA,2013,270856
USA,2014,261473
USA,2015,251018
USA,2016,269670
USA,2017,302362
USA,2018,295501
UZB,2000,5879
UZB,2001,5959
UZB,2002,6186
UZB,2003,7620
UZB,2004,9010
UZB,2005,8630
UZB,2006,9160
UZB,2007,6400
UZB,2008,11360
UZB,2009,9330
UZB,2010,8100
UZB,2011,8100
UZB,2012,8100
UZB,2013,8100
UZB,2014,8100
UZB,2015,8100
UZB,2016,8100
UZB,2017,8100
UZB,2018,5897
VEN,2000,70810
VEN,2001,70768
VEN,2002,66931
VEN,2003,66931
VEN,2004,74288
VEN,2005,77236
VEN,2006,81551
VEN,2007,83168
VEN,2008,86852
VEN,2009,85968
VEN,2010,76777
VEN,2011,83268
VEN,2012,81859
VEN,2013,81502
VEN,2014,86325
VEN,2015,76003
VEN,2016,76003
VEN,2017,51068
VEN,2018,25183
VNM,2000,13766
VNM,2001,16016
VNM,2002,17317
VNM,2003,17535
VNM,2004,17711
VNM,2005,17874
VNM,2006,18885
VNM,2007,20580
VNM,2008,24789
VNM,2009,30142
VNM,2010,36314
VNM,2011,42316
VNM,2012,56113
VNM,2013,58113
VNM,2014,61027
VNM,2015,56904
VNM,2016,64672
VNM,2017,88747
VNM,2018,85097
VUT,2000,1
VUT,2001,1
VUT,2002,1
VUT,2003,1
VUT,2004,1
VUT,2005,1
VUT,2006,1
VUT,2007,1
VUT,2008,1
VUT,2009,3
VUT,2010,6
VUT,2011,6
VUT,2012,7
VUT,2013,7
VUT,2014,7
VUT,2015,7
VUT,2016,5
VUT,2017,7
VUT,2018,7
WSM,2000,43
WSM,2001,47
WSM,2002,48
WSM,2003,46
WSM,2004,50
WSM,2005,52
WSM,2006,50
WSM,2007,51
WSM,2008,45
WSM,2009,44
WSM,2010,39
WSM,2011,30
WSM,2012,34
WSM,2013,31
WSM,2014,30
WSM,2015,32
WSM,2016,30
WSM,2017,34
WSM,2018,42
ZAF,2000,1899
ZAF,2001,2301
ZAF,2002,1190
ZAF,2003,752
ZAF,2004,875
ZAF,2005,1099
ZAF,2006,2135
ZAF,2007,1192
ZAF,2008,1017
ZAF,2009,1244
ZAF,2010,1806
ZAF,2011,1937
ZAF,2012,1303
ZAF,2013,1065
ZAF,2014,916
ZAF,2015,748
ZAF,2016,625
ZAF,2017,696
ZAF,2018,888
ZMB,2000,7797
ZMB,2001,8980
ZMB,2002,8299
ZMB,2003,8309
ZMB,2004,8060
ZMB,2005,8714
ZMB,2006,9830
ZMB,2007,9884
ZMB,2008,9830
ZMB,2009,10547
ZMB,2010,10826
ZMB,2011,11875
ZMB,2012,12351
ZMB,2013,13282
ZMB,2014,14044
ZMB,2015,13037
ZMB,2016,11026
ZMB,2017,12472
ZMB,2018,13693
ZWE,2000,3208
ZWE,2001,3008
ZWE,2002,3808
ZWE,2003,5308
ZWE,2004,5508
ZWE,2005,4908
ZWE,2006,5318
ZWE,2007,5391
ZWE,2008,5716
ZWE,2009,5466
ZWE,2010,5807
ZWE,2011,5211
ZWE,2012,5398
ZWE,2013,5003
ZWE,2014,5439
ZWE,2015,4997
ZWE,2016,2624
ZWE,2017,3975
ZWE,2018,5454
