id,eligibility_not_eligible_km2,eligibility_rooftop_pv_km2,eligibility_onshore_wind_and_pv_km2,eligibility_onshore_wind_km2,eligibility_offshore_wind_km2
EUR,101669.6949853599,16719.35730831341,976091.1493042614,152018.73278628848,0
