id,lc_11,lc_14,lc_20,lc_30,lc_40,lc_50,lc_60,lc_70,lc_90,lc_100,lc_110,lc_120,lc_130,lc_140,lc_150,lc_160,lc_170,lc_180,lc_190,lc_200,lc_210,lc_220,lc_230
EUR,333222,12862277,10716809,5928260,,11032953,426,3113488,9079748,6675214,2940831,5131256,1355331,2959835,7362690,,,2015044,1221040,652778,2087431,82009,19
